mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,delta2_21,delta2_22,delta2_23,delta2_24,delta2_25,delta2_26,delta2_27,delta2_28,delta2_29,delta2_30,Emotion
-737.0158,65.55246,4.5433054,11.0642395,3.3583398,11.591408,-4.0665135,1.3284099,-5.144219,-2.9918318,-5.102631,-4.362411,2.7036026,-2.8952985,-1.295662,0.27800387,-3.5352507,-3.2021306,1.2873784,-2.0949624,-5.1566987,-1.5972292,-0.8964256,-1.5660069,-2.8949685,-2.783633,-1.7317113,-1.8834261,-3.8102908,-1.8866823,8.9494364e-08,2.2373591e-08,1.11867955e-08,1.11867955e-08,-5.5933977e-09,-8.390097e-09,5.5933977e-09,-5.5933977e-09,2.0975242e-09,2.7966989e-09,-2.7966989e-09,-1.11867955e-08,2.7966989e-09,4.1950483e-09,2.7966989e-09,0.0,2.7966989e-09,0.0,0.0,1.3983494e-09,2.4471116e-09,5.5933977e-09,0.0,0.0,0.0,-2.7966989e-09,-1.3983494e-09,6.991747e-10,0.0,-2.7966989e-09,-3.0763687e-08,0.0,1.7479368e-09,8.390097e-09,0.0,-5.5933977e-09,-5.2438103e-09,-3.845461e-09,0.0,-3.4958736e-09,-3.845461e-09,3.4958736e-10,1.7479368e-09,-1.3983494e-09,-4.1950483e-09,2.0975242e-09,2.0975242e-09,1.3983494e-09,-2.272318e-09,0.0,2.7966989e-09,-3.1462863e-09,6.991747e-10,3.4958736e-10,-3.4958736e-10,-2.6219051e-09,1.7479368e-09,-1.0487621e-09,2.4471116e-09,1.3983494e-09,8
-810.8441,79.09942,18.201685,35.980305,10.33962,23.251057,9.709537,10.08045,5.5823464,4.607829,1.3617233,3.4280405,8.227501,6.3429923,0.45476714,1.2257147,-0.9763175,2.936463,3.4285696,0.80012244,2.1607244,-2.3628643,-0.57380855,2.9100418,-1.9675983,-0.6718132,0.90422076,1.3251225,-0.6860512,-1.2748207,-0.03650657,-0.018460544,-0.005529331,-0.008115789,-0.007128166,-0.01372383,-0.030727148,-0.011560244,-0.009739482,-0.027647702,0.0020054528,0.0073908567,0.0040671295,-0.011127575,-0.012242073,-0.002887691,0.0023507243,-0.0024953173,-0.001601941,0.008087128,-0.011142793,-0.00967896,-0.01126632,-0.009143395,0.013075848,0.023914384,-0.0011308647,-3.4592398e-05,0.01159931,0.020129563,0.039802022,0.07372809,0.011155135,-0.005576511,0.005110048,-0.014623943,-0.041279558,-0.02777865,-0.010998587,-0.024571305,-0.010218084,-0.0007610075,-0.013434079,-0.024675453,-0.020034399,-0.006944188,-0.004764521,0.0072169434,0.0038660045,-0.01063327,0.009224226,0.009232568,0.004434601,0.0020603891,-0.009594545,-0.007637414,-0.0016686404,0.003800707,-0.0161902,-0.00047278727,2
-697.2869,74.85618,-1.9335696,17.057894,4.4403625,12.840352,-6.72709,2.0110517,-6.466293,-4.947744,-11.228407,-1.8538198,2.4770226,-4.704334,-0.91532767,1.2751368,-4.4061885,-3.2369595,3.1367216,-2.2901874,-4.822313,-2.8213634,-1.0777866,-0.9248248,-4.125848,-2.613695,-2.0084267,0.07694264,-4.8386507,-2.337451,8.1597804e-08,0.0,1.01997255e-08,5.0998628e-09,0.0,-2.0399451e-08,1.01997255e-08,2.5499314e-09,-1.01997255e-08,0.0,0.0,0.0,5.0998628e-09,0.0,-5.0998628e-09,-1.9124484e-09,0.0,2.5499314e-09,5.0998628e-09,0.0,-5.0998628e-09,2.5499314e-09,0.0,-1.593707e-09,-5.0998628e-09,2.5499314e-09,5.0998628e-09,6.3748284e-10,5.0998628e-09,3.824897e-09,2.5499313e-08,7.649794e-09,7.649794e-09,-6.3748284e-10,6.3748284e-10,1.9124484e-09,4.46238e-09,-3.824897e-09,-3.824897e-09,3.5061556e-09,3.824897e-09,-3.187414e-09,-2.8686726e-09,-1.9124484e-09,1.2749657e-09,3.1874142e-10,-6.3748284e-10,-1.2749657e-09,1.9124484e-09,3.187414e-09,-1.5937071e-10,-1.4343363e-09,3.5061556e-09,-1.4343363e-09,-1.2749657e-09,3.1874142e-10,6.3748284e-10,2.5499314e-09,-4.46238e-09,1.7530778e-09,4
-543.22565,66.33258,-6.1117063,8.573535,3.516619,12.575391,-7.3688135,3.855731,2.5410552,-3.1883438,-7.0874434,2.035685,-0.17210203,-4.829943,0.24089499,3.8447018,-3.1592796,-1.4017171,2.3585706,-0.94494504,-2.3512237,0.09362806,-1.484198,-0.523087,-3.2169492,-1.0749024,-0.4421473,-0.5385816,-2.572386,-1.1021765,-0.01183185,-0.016702589,-0.01661305,-0.016465709,-0.016263213,-0.01600931,-0.015708493,-0.015365983,-0.014987698,-0.014579878,-0.014149027,-0.013701694,-0.013244367,-0.01278324,-0.012324105,-0.011872239,-0.011432286,-0.011008121,-0.010602963,-0.010219173,-0.009858347,-0.0095213335,-0.009208294,-0.008918733,-0.008651637,-0.008405486,-0.008178444,-0.007968404,-0.007773106,-0.007590215,0.0040216865,0.005664692,0.0055968757,0.005485498,0.005332928,0.005142378,0.004917855,0.004663955,0.0043857903,0.0040888344,0.0037787098,0.0034611344,0.003141664,0.0028256201,0.0025179263,0.0022230095,0.0019447181,0.0016861984,0.0014499618,0.0012377433,0.0010506108,0.0008889096,0.0007523855,0.00064016733,0.0005509218,0.00048289326,0.00043402007,0.00040200975,0.0003844431,0.00037886252,5
-649.1023,80.02107,-1.7811942,13.045795,9.785845,14.024614,-8.568527,2.7567499,2.2536535,-6.5444517,-5.705676,1.4922186,1.6815562,-1.6180326,-6.0413423,-0.5366638,-1.5757371,-1.3539913,0.0327146,-2.9768507,-1.631622,-0.6216131,-1.2197171,-0.75351053,-2.8029335,-0.77809286,-0.39203978,-2.1884656,-2.8053246,-0.43286237,-0.00092714163,-0.0013100131,-0.0013053173,-0.0012975127,-0.0012865543,-0.0012726521,-0.0012558363,-0.001236194,-0.0012138897,-0.0011890467,-0.0011617818,-0.0011323193,-0.001100798,-0.0010674382,-0.0010324166,-0.0009959476,-0.00095825247,-0.00091953727,-0.00088002114,-0.0008399468,-0.00079950824,-0.00075894204,-0.0007184541,-0.000678252,-0.0006385413,-0.0005995007,-0.0005613481,-0.000524213,-0.00048828125,-0.00045368294,-0.0002089623,-0.000295216,-0.00029435745,-0.00029292193,-0.0002909076,-0.00028833395,-0.0002851699,-0.00028146597,-0.00027718506,-0.00027235004,-0.00026698422,-0.00026106395,-0.00025461212,-0.00024763538,-0.00024015697,-0.000232173,-0.00022370084,-0.0002147804,-0.00020540606,-0.00019561095,-0.0001854151,-0.0001748359,-0.00016390932,-0.00015266659,-0.00014113261,-0.00012934646,-0.00011734199,-0.000105159175,-9.2839946e-05,-8.042051e-05,7
-794.0376,83.35504,12.653285,25.136501,10.228645,14.095573,3.077027,8.903396,-4.3703585,-2.7930934,-4.6476445,1.641908,4.7244425,-3.075341,0.32902908,5.670212,1.2299043,-1.7046127,4.311477,5.4711394,-1.4421084,-1.8364295,4.5114675,2.9479506,-2.2264552,-1.372871,0.4675155,-0.99314666,-3.0505888,-0.23205137,-0.13333896,-0.14034548,-0.059078626,-0.017451411,-0.006621554,-0.007075457,-0.004718354,0.010737056,0.0297718,0.03465906,0.020333178,0.0032277985,0.004133301,0.010076286,0.002401447,-0.007652349,-0.016539883,-0.025297375,-0.021856168,-0.011925139,-0.011797136,-0.01656987,-0.018674672,-0.0145474225,-0.0015596177,0.009338224,0.008174182,0.001555674,-0.010709869,-0.015405217,0.014140382,0.016976899,0.014953979,0.017877545,0.012415938,-0.0019041699,-0.006521258,0.002235963,0.014029469,0.015670732,0.01074643,0.008457773,0.0010937982,-0.0046237083,0.0019305645,0.003599089,-0.002817667,-0.0031348183,-0.0044157743,-0.0073366454,-0.0040194006,-0.0037556828,-0.009533248,-0.013141303,-0.010113483,-0.0031737827,-0.002419842,-0.0058368235,-0.0064648557,-0.009218864,1
-707.8734,80.01272,5.4361305,13.209321,2.6830297,12.264002,-10.81065,-2.6210706,-7.719497,-3.608756,-1.7655457,-1.6321508,-6.9560523,-8.279163,-2.6737854,-0.7662356,-6.1962705,-1.7539326,-4.619562,-4.1329308,-2.6089137,-2.8086135,-4.0162516,-4.2781005,-2.8033175,-2.4527173,-3.5655107,-2.7291174,-3.3754697,-4.6624403,0.028445171,0.036468524,0.028081577,0.020924311,0.018419096,0.019115826,0.01910503,0.016051758,0.010807018,0.005916034,0.0032844446,0.0030443752,0.0038508207,0.0038944865,0.0020226052,-0.0015407407,-0.0053658145,-0.007836557,-0.008216417,-0.0069319876,-0.0050416947,-0.0035107753,-0.0028297913,-0.0030501264,-0.0040058703,-0.005442358,-0.0069302036,-0.0077847852,-0.007371113,-0.005721891,0.0047251387,0.0067574573,0.00672199,0.0061250497,0.0048677786,0.0032240776,0.0013632339,-0.00081315805,-0.0030888936,-0.0043918444,-0.0034154044,-0.00014177192,0.0035008497,0.005029952,0.0036581017,0.0009663719,-0.000752069,-0.00058977527,0.00062432187,0.0016305567,0.0018445934,0.0012554523,-4.421424e-05,-0.0017124433,-0.0028410747,-0.0024454808,-0.0004958656,0.001826801,0.0031205667,0.0028832299,2
-726.7331,86.20083,6.794439,19.837938,2.5730906,16.532404,-3.3678458,-0.6821124,-9.016954,3.3599231,-1.4634671,-3.8426237,3.8635652,2.0552013,-5.8522625,2.3040733,-1.230412,-2.45992,0.116718434,-0.07633871,-1.5726169,-2.2849553,1.7419666,-3.2710035,-3.090906,-0.66641617,-3.268444,-1.0502678,-2.914809,-2.6677825,0.092153944,0.10311922,0.05478318,0.031705927,0.033091735,0.03310143,0.02205436,0.012175878,0.013395652,0.016797828,0.013738695,0.009148334,0.007149013,0.0052601746,0.0012814155,-0.0024534736,-0.002145124,0.0007950564,0.003238393,0.0035437637,0.00021939228,-0.0014395913,0.004603034,0.010673106,0.0065484173,-0.0046494696,-0.012289877,-0.011153194,-0.00683453,-0.006375581,0.0018535504,0.0010211095,-0.0041954652,-0.008402501,-0.0061282017,-0.0013584705,0.0015405169,0.002534025,-0.00014223096,-0.0049318145,-0.005596735,-0.0021921385,8.2523875e-05,-0.00033499798,-0.0026211664,-0.0043464364,-0.0019768414,0.0033000612,0.006776064,0.0066929534,0.004284754,0.0008432572,-0.0022914067,-0.004343593,-0.005490203,-0.005157337,-0.003493785,-0.0017219955,-0.00047613526,-0.00065812096,2
-577.5517,58.172302,-10.241125,12.083635,-8.015853,4.472955,-10.923858,-4.056206,-17.553167,-7.554564,-6.0831065,-5.964536,-1.3803585,-5.31631,-3.8221505,-5.0981836,-7.061848,-1.3099557,0.4756051,-3.8869903,-5.0904584,-1.2535685,-4.3067107,-5.2272787,-3.7689128,-2.7615209,-2.5028486,0.5240156,-1.4963939,-1.0581814,-0.4596033,-0.13970849,0.081245475,-0.056894176,0.037487634,0.019183468,0.043488,0.0063938806,0.042569824,-0.00020178681,-0.008811143,0.035073914,-0.0054158308,0.004005351,0.015061652,0.018349754,-0.006339238,-0.011770506,0.005156436,0.0046986374,-0.008498942,0.015945341,0.0067691314,-0.017372517,0.02324596,0.03304754,-0.002155645,-0.017990766,0.002165931,0.014387702,-0.011807012,-0.018458521,-0.016057074,-0.0061970707,0.008812843,0.007825743,0.003810618,0.0031198957,0.00021746443,0.0032787307,0.0071150116,-0.0011263671,-0.021559129,-0.014926593,-0.0056236144,0.0048562204,0.015407828,0.009964054,0.005318665,0.0020185425,-0.0052627693,-0.006878869,0.006826091,0.006998719,2.107974e-05,-0.0066971,-0.008879793,-0.0055021103,0.007998472,0.01918588,7
-710.2901,87.70687,5.2860684,25.372631,5.663879,14.0212,4.7868156,8.837443,-4.178432,0.7217009,-0.8116108,-3.1853044,7.549926,-2.852006,-4.0487466,3.3392787,1.0150912,0.07501731,1.5439055,0.31661692,-0.23872001,1.8805326,1.9910183,-0.41958702,-2.0803137,-0.017259788,-1.3820475,-0.7803246,-2.447466,-1.145112,0.0060705305,0.008027521,0.006934616,0.00642176,0.0069412324,0.0077991793,0.007920548,0.007051037,0.00605767,0.005933388,0.006617225,0.00704718,0.0064132335,0.005086417,0.0041189063,0.0040050056,0.004226385,0.004012641,0.0032686552,0.0025668659,0.002359146,0.0024655308,0.0024036963,0.0020069845,0.0015282129,0.0012287027,0.0010775658,0.00088347774,0.00058674364,0.00033924458,-0.0003973763,0.00046769629,0.0024089853,0.0031521583,0.0020402854,0.00054605183,0.00050288776,0.0019790486,0.0032101127,0.00264503,0.0007463607,-0.0005511839,-6.4449814e-05,0.0013721732,0.0019838202,0.0010479558,-0.00048080095,-0.0011884996,-0.00072355056,-3.4252588e-07,-4.9634924e-05,-0.00091290055,-0.0017589694,-0.0018902201,-0.0013895195,-0.00083806575,-0.0006656952,-0.0008706036,-0.0012323329,-0.0016353324,3
