mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,delta2_21,delta2_22,delta2_23,delta2_24,delta2_25,delta2_26,delta2_27,delta2_28,delta2_29,delta2_30,Emotion
-674.1944,62.19285,2.4857621,8.911419,2.7263424,9.631007,-6.078936,0.954464,-7.5096684,-3.0162036,-7.933101,-2.925079,0.9480301,-4.282363,-1.005205,-1.1641273,-5.0479484,-2.1164143,0.41388872,-5.1226234,-4.669051,-1.4996655,-1.631986,-2.8874326,-3.7142658,-3.071083,-2.1312962,-4.0971513,-4.0872507,-1.0065932,0.0,0.0,0.0,0.0,6.4875803e-09,-1.6218952e-08,-1.29751605e-08,0.0,0.0,8.920423e-09,6.4875803e-09,-6.4875803e-09,-4.054738e-09,2.4328426e-09,-3.2437901e-09,-3.2437901e-09,6.4875803e-09,3.2437901e-09,-4.865685e-09,-7.298528e-09,-4.865685e-09,1.6218951e-09,-1.6218951e-09,0.0,3.2437901e-09,0.0,4.865685e-09,0.0,0.0,0.0,-4.8656855e-08,6.4875803e-09,-1.29751605e-08,-1.6218951e-09,-1.1353266e-08,4.865685e-09,2.4328426e-09,-2.027369e-09,-4.865685e-09,-8.1094753e-10,1.6218951e-09,4.054738e-09,-1.6218951e-09,0.0,-4.0547377e-10,2.8383165e-09,2.4328426e-09,-4.865685e-09,-2.0273688e-10,-8.1094753e-10,0.0,4.865685e-09,-4.0547377e-10,0.0,-4.865685e-09,-8.1094753e-10,-3.852001e-09,8.1094753e-10,-2.4328426e-09,-2.0273688e-10,8
-751.92426,79.740715,13.331606,36.83172,5.247416,25.688147,4.1489925,12.92349,0.7035559,6.761785,-2.955502,6.950451,5.826143,6.5161734,-2.4677794,2.216168,-2.9786952,5.479581,-0.085283056,2.524079,-0.48579517,-2.6856298,1.3234471,0.65923375,-3.1126244,0.3266846,0.7393999,0.013487615,-1.9163376,-1.1967956,-0.06413572,-0.034648474,-0.018310042,-0.009002974,0.002515552,-0.0026297825,-0.01007452,0.008328766,0.0010532656,-0.019265292,-0.0031069957,0.00552132,0.0032441309,-0.01644531,-0.006046584,-0.0045584203,-0.002505519,-0.015043897,-0.0024500915,-0.014404586,-0.013050997,-0.003785019,-0.008085958,0.0004868703,0.024058886,0.00995077,-0.005207415,0.009687273,0.020239033,0.021166852,0.032610476,0.068863586,0.026516734,0.0017203374,-0.0026112625,-0.020688865,-0.039457723,-0.030267986,-0.015714195,-0.034133352,-0.013701877,-0.017714236,-0.019555423,-0.01950301,-0.011211276,-0.0026706664,-0.0007062504,0.0052015805,-0.004783133,-0.0046385913,0.01214189,0.0139588285,0.019221459,0.008750233,-0.0003120664,0.0043994733,0.0086687375,-0.0031225975,-0.00030135695,0.008269346,2
-631.5449,68.24788,-4.6604595,14.133052,3.559139,9.872761,-8.463718,1.3996363,-9.242142,-6.1140122,-13.209354,0.527443,-0.9793104,-4.9278355,-0.5938083,-0.3519433,-6.705723,-0.9524739,1.2044601,-5.1382265,-4.838178,-2.9192872,-0.7517217,-3.5073504,-4.27332,-3.2628584,-0.8776746,-3.2082906,-5.278867,-1.2725971,-9.477509e-08,0.0,0.0,-5.923443e-09,1.1846886e-08,-1.1846886e-08,-5.923443e-09,2.9617215e-09,-1.1846886e-08,-5.923443e-09,0.0,-1.4808608e-09,-8.885165e-09,-5.923443e-09,-2.9617215e-09,-7.404304e-10,-2.9617215e-09,0.0,-5.923443e-09,-2.9617215e-09,0.0,-2.2212912e-09,2.9617215e-09,2.9617215e-09,0.0,-2.9617215e-09,-2.0361834e-09,1.4808608e-09,0.0,-1.4808608e-09,2.9617215e-09,0.0,-6.6638735e-09,8.144734e-09,-5.923443e-09,-4.4425823e-09,-7.0340884e-09,4.4425823e-09,-4.072367e-09,7.404304e-09,6.6638735e-09,0.0,5.553228e-10,-3.702152e-10,1.1106456e-09,-4.4425823e-09,1.851076e-10,-5.923443e-09,3.702152e-09,-6.6638735e-09,1.4808608e-09,1.2957532e-09,-3.702152e-09,2.0361834e-09,-1.2031993e-09,0.0,2.2212912e-09,3.702152e-09,-2.4063986e-09,2.8691678e-09,4
-486.47623,62.48906,-9.080687,7.530689,2.54444,11.324789,-9.056735,6.2054796,0.0820122,-3.8672209,-7.7271504,3.7385406,-3.2866857,-3.894924,1.5245298,2.6987574,-4.7807117,1.035106,1.0627744,-2.2179306,-1.2592187,-0.20416494,-1.0730102,-1.5078827,-2.9756896,-0.3539597,-0.64456576,-1.7721844,-2.1154797,-1.1146863,-0.010150399,-0.01433641,-0.014281497,-0.014190835,-0.014065615,-0.013907475,-0.013718562,-0.013501288,-0.013258488,-0.012993175,-0.012708683,-0.0124084465,-0.0120959915,-0.011774877,-0.011448608,-0.011120646,-0.010794233,-0.010472337,-0.010157816,-0.009853102,-0.009560318,-0.009281222,-0.009017171,-0.008769139,-0.008537718,-0.008323045,-0.008124992,-0.007943007,-0.007776245,-0.007623604,0.0012672995,0.001781986,0.0017515376,0.0017013709,0.0016324535,0.0015460511,0.0014437748,0.0013274918,0.0011993373,0.0010616225,0.00091679767,0.0007675104,0.0006163629,0.00046596254,0.00031890004,0.00017762526,4.4475695e-05,-7.850463e-05,-0.0001893911,-0.00028660608,-0.0003688438,-0.0004351367,-0.00048484164,-0.00051763485,-0.0005335483,-0.0005329635,-0.0005164993,-0.00048514613,-0.0004400812,-0.00038276298,5
-585.4638,76.70837,-3.611611,12.104741,8.721234,11.394104,-11.058931,4.344452,-1.1025473,-7.828141,-5.8946943,1.9230719,0.14175656,-3.8003128,-6.493022,-0.21014532,-3.8245418,-0.7533777,-2.2841425,-3.6529188,-1.5654622,-1.6590655,-1.5099354,-2.5221732,-2.995951,-0.79178035,-2.1650076,-3.6885653,-1.9676942,-1.1679157,-0.00048362918,-0.0006837612,-0.0006830932,-0.0006819324,-0.0006803187,-0.00067826017,-0.0006757364,-0.0006728027,-0.0006694154,-0.0006656065,-0.0006613615,-0.00065666874,-0.00065162126,-0.0006461725,-0.0006403269,-0.0006341207,-0.00062757294,-0.0006206381,-0.0006133783,-0.0006058129,-0.0005979538,-0.0005897923,-0.00058136845,-0.00057269016,-0.0005637727,-0.0005546285,-0.00054528075,-0.00053574983,-0.0005260502,-0.00051619514,-0.00013486932,-0.0001905546,-0.0001901926,-0.00018955876,-0.00018865887,-0.00018749585,-0.0001861017,-0.00018444403,-0.00018255776,-0.00018044144,-0.00017808269,-0.00017552332,-0.00017274189,-0.00016975566,-0.0001665819,-0.00016322077,-0.00015969647,-0.00015599298,-0.00015214957,-0.00014816916,-0.00014406661,-0.0001398463,-0.00013552679,-0.00013111786,-0.00012664388,-0.00012210157,-0.000117516734,-0.000112893744,-0.00010825985,-0.00010362631,7
-728.8809,76.3896,10.307482,22.751385,9.484216,12.288569,2.7575972,7.438968,-6.662468,-2.9267433,-5.7466326,3.229625,1.7061855,-3.9251242,1.8646711,4.854631,-1.5097747,-0.697326,5.4749513,2.6072373,-3.552516,0.9634547,5.309166,-0.23821941,-2.5535946,-0.35094777,-0.15120454,-3.259076,-1.9410452,0.29302406,-0.12889896,-0.14748685,-0.07747669,-0.027861372,-0.012616964,-0.010724466,-0.0012355738,0.020463262,0.04006195,0.03851592,0.01842035,0.0030979742,0.0025410703,0.002632516,-0.0063511413,-0.018347222,-0.027370874,-0.029783174,-0.022815945,-0.014435266,-0.015184356,-0.01998152,-0.016521605,-0.0038247292,0.009952428,0.01760978,0.013865063,-0.00032469098,-0.010869886,-0.006189239,0.01914394,0.02397607,0.019632664,0.01635156,0.007949101,-0.003412371,-0.00680941,-0.00060245616,0.0068306616,0.010549229,0.010305927,0.005441212,-0.00024722502,0.00053836463,0.0051881685,0.0051317886,0.001926786,0.00090459816,0.00021866299,-0.0012569885,-0.0017655967,-0.0039821677,-0.009581495,-0.01305132,-0.010838675,-0.007382897,-0.0062102275,-0.0061372337,-0.008916957,-0.015564266,1
-648.27637,72.77729,1.8788161,11.598701,2.3686686,10.719658,-12.649093,-1.6281893,-9.360291,-1.8819083,-2.4722817,-1.7343637,-8.505202,-6.697382,-1.0930585,-2.4173474,-5.7002797,-1.1455399,-5.7982855,-2.803426,-2.9345312,-2.8317301,-4.854494,-3.503134,-2.3410504,-3.285252,-3.3617432,-3.2124188,-4.6143174,-4.732382,0.029329188,0.038810328,0.032767233,0.02729693,0.02464953,0.023793455,0.022185415,0.018520983,0.013618116,0.00917847,0.0062851347,0.0049659675,0.004508591,0.0038292408,0.0019517309,-0.0012271376,-0.0045445217,-0.0063562114,-0.006007537,-0.00440648,-0.0030011695,-0.0023987433,-0.002255256,-0.0023166768,-0.002983256,-0.0045766607,-0.006443234,-0.0073313196,-0.0066985325,-0.0052596317,0.0012752673,0.0029120697,0.005410381,0.007562159,0.008119153,0.0069385488,0.004549788,0.001625507,-0.0010096438,-0.00235725,-0.0018595494,-0.0001555562,0.0011526252,0.00082781387,-0.0009129531,-0.002736481,-0.003510426,-0.0031246233,-0.00216779,-0.0012301353,-0.00072349835,-0.00102719,-0.0022544411,-0.0037481703,-0.004207893,-0.002734546,0.00022266051,0.0031465495,0.00470437,0.0046209292,2
-665.008,80.6976,4.903702,17.561615,1.8394856,15.015422,-5.900008,-1.4673384,-10.236148,4.3612995,-5.1928306,-2.552595,3.4447286,-1.2093817,-5.782188,2.693785,-4.7618694,-1.4136606,-1.2353038,-0.61485964,-3.7815313,-0.7213136,-0.29515132,-5.2940397,-1.2114224,-3.3700755,-2.8084843,-2.5482116,-4.0886536,-2.5740368,0.10089729,0.11555873,0.06415677,0.036198393,0.03691706,0.03801426,0.026779095,0.01623648,0.015324975,0.016162155,0.011880938,0.006960699,0.005496823,0.0036972917,-0.001751832,-0.00749982,-0.008297261,-0.0034588976,0.0019650762,0.0027451976,0.0008635017,0.0030322103,0.009300898,0.0108999675,0.0025814725,-0.009180841,-0.014671339,-0.012860382,-0.009688172,-0.008621076,-0.003660923,-0.0056990683,-0.0065883356,-0.00592717,-0.0031265968,-0.0005189141,0.00046381776,0.00040741774,-0.00088639057,-0.0028154314,-0.003275455,-0.0029836565,-0.004374392,-0.006302084,-0.0057036867,-0.0021565934,0.0022359225,0.00492717,0.004697615,0.0023563998,-0.0006933061,-0.003114382,-0.0036554013,-0.0031616953,-0.0037450797,-0.0043826927,-0.0023654264,0.0011228567,0.0025341604,0.0012769627,2
-517.89404,52.978317,-12.568294,9.59197,-9.266284,3.125173,-12.6469345,-5.0696445,-20.158937,-5.299792,-8.616895,-3.7417817,-2.9699173,-5.27432,-4.425113,-6.6618,-6.648342,-0.08741751,-1.424861,-5.7722197,-3.542458,-1.9434644,-5.6515217,-4.9587893,-3.348103,-3.7229667,-0.9463178,-0.73095584,-1.9738832,-1.0973388,-0.55416423,-0.17505139,0.09823237,-0.055424687,0.047012113,0.0390639,0.04640102,0.012699664,0.060892876,-0.013524859,0.009902884,0.037637502,-0.013628647,0.009694996,0.017851068,0.011677709,-0.015274183,-0.00733944,0.0050325827,-0.0070969127,-0.0005980373,0.024606748,-0.011472171,-0.0009326046,0.044731937,0.021664878,-0.016482467,-0.007469565,0.017298535,0.0109171085,-0.023310192,-0.03591674,-0.0051022386,0.0034292184,0.0072712414,0.008569552,-0.0077493987,0.005376894,0.008967559,0.008160635,0.00794276,0.00040997623,-0.019470401,-0.014918844,-0.0057625873,0.0044138017,0.010185405,0.0022937323,-0.00080122583,-0.003293259,-0.008223164,-0.0040893885,0.00963463,0.007937621,-0.0013792091,-0.007841594,-0.005342049,0.002324901,0.015201843,0.014243036,7
-650.3048,82.42473,2.303933,22.963993,3.0927882,12.99704,3.0101757,8.006192,-7.1781554,1.9085442,-4.693036,-0.92622584,5.5580115,-6.207439,-2.534861,2.7224998,-0.92419803,0.030412769,0.44179335,-0.95991915,0.32160324,2.0728002,1.2039173,-1.976752,-0.992509,-0.9615189,-1.6066658,-2.191691,-2.6355157,-0.6037077,0.0005788803,0.0007498741,0.0006032884,0.0005333185,0.0006513685,0.0008130491,0.0006626934,8.428991e-05,-0.00045464336,-0.00031660125,0.00042100548,0.00078160164,-6.145388e-05,-0.0016344324,-0.002494049,-0.0018989891,-0.0008173287,-0.0008642487,-0.0023448437,-0.0038433194,-0.0039364086,-0.0029020072,-0.0022876174,-0.0029577657,-0.00414803,-0.0046274574,-0.004284656,-0.0040445505,-0.0044224635,-0.0048469515,0.0012670755,0.002165258,0.0028750033,0.0031242564,0.0026084096,0.0019212037,0.001951176,0.0028063436,0.0035084442,0.0030165531,0.0015475757,0.00054443924,0.0010763563,0.002464754,0.0029207305,0.0016282543,-0.00020633246,-0.00072129816,0.00039560645,0.0015603915,0.001233434,-0.00027001128,-0.0013029024,-0.00095900445,-3.2051652e-05,0.00020033568,-0.00041287468,-0.0009855181,-0.0010161068,-0.001023065,3
